2019-01-18-21-07-54  Notice   Starting Nancy on http://localhost:8888
2019-01-18-21-18-15  Notice   Billing task complete
2019-01-18-21-18-16  Notice   Running mailing task
2019-01-18-21-18-16  Verbose  Sending message to "Mary Bryant" <stefan+mary.bryant@savvy.ch>
2019-01-18-21-18-16  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-18-16  Info     Message sent to "Mary Bryant" <stefan+mary.bryant@savvy.ch>
2019-01-18-21-18-16  Notice   Billing process modified Mary Bryant: Sent bill 20190118M0000136 using template L1G by e-mail to stefan+mary.bryant@savvy.ch
2019-01-18-21-18-16  Verbose  Sending message to "Sharon A. Bennett" <stefan+sharon.bennett@savvy.ch>
2019-01-18-21-18-16  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-18-16  Info     Message sent to "Sharon A. Bennett" <stefan+sharon.bennett@savvy.ch>
2019-01-18-21-18-16  Notice   Billing process modified Sharon A. Bennett: Sent bill 20190118M0000137 using template L1G by e-mail to stefan+sharon.bennett@savvy.ch
2019-01-18-21-18-16  Verbose  Sending message to "Linda C. S. Ross" <stefan+linda.ross@savvy.ch>
2019-01-18-21-18-17  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-18-17  Info     Message sent to "Linda C. S. Ross" <stefan+linda.ross@savvy.ch>
2019-01-18-21-18-17  Notice   Billing process modified Linda C. S. Ross: Sent bill 20190118M0000138 using template L1G by e-mail to stefan+linda.ross@savvy.ch
2019-01-18-21-18-17  Verbose  Sending message to "James M. Harris" <stefan+james.harris@savvy.ch>
2019-01-18-21-18-17  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-18-17  Info     Message sent to "James M. Harris" <stefan+james.harris@savvy.ch>
2019-01-18-21-18-17  Notice   Billing process modified James M. Harris: Sent bill 20190118M0000139 using template L1G by e-mail to stefan+james.harris@savvy.ch
2019-01-18-21-18-17  Verbose  Sending message to "Donald Harris" <stefan+donald.harris@savvy.ch>
2019-01-18-21-18-17  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-18-17  Info     Message sent to "Donald Harris" <stefan+donald.harris@savvy.ch>
2019-01-18-21-18-17  Notice   Billing process modified Donald Harris: Sent bill 20190118M0000140 using template L1G by e-mail to stefan+donald.harris@savvy.ch
2019-01-18-21-18-17  Notice   Mailing task complete
2019-01-18-21-23-06  Notice   Running mailing task
2019-01-18-21-23-06  Notice   Mailing task complete
2019-01-18-21-23-06  Notice   Running billing task
2019-01-18-21-23-11  Notice   Billing process modified Joseph Ramirez: Created bill 20190118M0000145 for Joseph Ramirez in Piratenpartei Zentralschweiz
2019-01-18-21-23-12  Notice   Billing process modified Carol K. Allen: Created bill 20190118M0000146 for Carol K. Allen in Piratenpartei Zentralschweiz
2019-01-18-21-23-13  Notice   Billing process modified Shirley D. Lopez: Created bill 20190118M0000147 for Shirley D. Lopez in Piratenpartei Zentralschweiz
2019-01-18-21-23-14  Notice   Billing process modified Charles Gonzalez: Created bill 20190118M0000148 for Charles Gonzalez in Piratenpartei Zentralschweiz
2019-01-18-21-23-16  Notice   Billing process modified Margaret Stewart: Created bill 20190118M0000149 for Margaret Stewart in Piratenpartei Zentralschweiz
2019-01-18-21-23-16  Notice   Billing task complete
2019-01-18-21-23-17  Notice   Running mailing task
2019-01-18-21-23-17  Verbose  Sending message to "Charles M. Richardson" <stefan+charles.richardson@savvy.ch>
2019-01-18-21-23-17  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-23-17  Info     Message sent to "Charles M. Richardson" <stefan+charles.richardson@savvy.ch>
2019-01-18-21-23-17  Notice   Billing process modified Charles M. Richardson: Sent bill 20190118M0000141 using template L1G by e-mail to stefan+charles.richardson@savvy.ch
2019-01-18-21-23-17  Verbose  Sending message to "Sharon D. D. Wood" <stefan+sharon.wood@savvy.ch>
2019-01-18-21-23-17  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-23-17  Info     Message sent to "Sharon D. D. Wood" <stefan+sharon.wood@savvy.ch>
2019-01-18-21-23-17  Notice   Billing process modified Sharon D. D. Wood: Sent bill 20190118M0000142 using template L1G by e-mail to stefan+sharon.wood@savvy.ch
2019-01-18-21-23-17  Verbose  Sending message to "Anthony Wright" <stefan+anthony.wright@savvy.ch>
2019-01-18-21-23-17  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-23-18  Info     Message sent to "Anthony Wright" <stefan+anthony.wright@savvy.ch>
2019-01-18-21-23-18  Notice   Billing process modified Anthony Wright: Sent bill 20190118M0000143 using template L1G by e-mail to stefan+anthony.wright@savvy.ch
2019-01-18-21-23-18  Verbose  Sending message to "Sandra E. Wright" <stefan+sandra.wright@savvy.ch>
2019-01-18-21-23-18  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-23-18  Info     Message sent to "Sandra E. Wright" <stefan+sandra.wright@savvy.ch>
2019-01-18-21-23-18  Notice   Billing process modified Sandra E. Wright: Sent bill 20190118M0000144 using template L1G by e-mail to stefan+sandra.wright@savvy.ch
2019-01-18-21-23-18  Verbose  Sending message to "Joseph Ramirez" <stefan+joseph.ramirez@savvy.ch>
2019-01-18-21-23-18  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-18-21-23-18  Info     Message sent to "Joseph Ramirez" <stefan+joseph.ramirez@savvy.ch>
2019-01-18-21-23-18  Notice   Billing process modified Joseph Ramirez: Sent bill 20190118M0000145 using template L1G by e-mail to stefan+joseph.ramirez@savvy.ch
2019-01-18-21-23-18  Notice   Mailing task complete
2019-01-18-21-28-07  Notice   Running mailing task
