2019-01-19-01-23-55  Notice   Starting Nancy on http://localhost:8888
2019-01-19-01-24-46  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-47  Info     Message sent to "Brenda Butler" <stefan+brenda.butler@savvy.ch>
2019-01-19-01-24-47  Notice   Billing process modified Brenda Butler: Sent bill 20190119M0000192 using template L1G by e-mail to stefan+brenda.butler@savvy.ch
2019-01-19-01-24-47  Verbose  Sending message to "Richard Johnson" <stefan+richard.johnson@savvy.ch>
2019-01-19-01-24-47  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-47  Info     Message sent to "Richard Johnson" <stefan+richard.johnson@savvy.ch>
2019-01-19-01-24-47  Notice   Billing process modified Richard Johnson: Sent bill 20190119M0000193 using template L1G by e-mail to stefan+richard.johnson@savvy.ch
2019-01-19-01-24-47  Verbose  Sending message to "Cynthia Mitchell" <stefan+cynthia.mitchell@savvy.ch>
2019-01-19-01-24-48  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-48  Info     Message sent to "Cynthia Mitchell" <stefan+cynthia.mitchell@savvy.ch>
2019-01-19-01-24-48  Notice   Billing process modified Cynthia Mitchell: Sent bill 20190119M0000194 using template L1G by e-mail to stefan+cynthia.mitchell@savvy.ch
2019-01-19-01-24-48  Verbose  Sending message to "Margaret M. Lee" <stefan+margaret.lee@savvy.ch>
2019-01-19-01-24-48  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-48  Info     Message sent to "Margaret M. Lee" <stefan+margaret.lee@savvy.ch>
2019-01-19-01-24-49  Notice   Billing process modified Margaret M. Lee: Sent bill 20190119M0000195 using template L1G by e-mail to stefan+margaret.lee@savvy.ch
2019-01-19-01-24-49  Verbose  Sending message to "Emily Thompson" <stefan+emily.thompson@savvy.ch>
2019-01-19-01-24-49  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-49  Info     Message sent to "Emily Thompson" <stefan+emily.thompson@savvy.ch>
2019-01-19-01-24-49  Notice   Billing process modified Emily Thompson: Sent bill 20190119M0000196 using template L1G by e-mail to stefan+emily.thompson@savvy.ch
2019-01-19-01-24-49  Verbose  Sending message to "Nicole J. S. James" <stefan+nicole.james@savvy.ch>
2019-01-19-01-24-49  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-50  Info     Message sent to "Nicole J. S. James" <stefan+nicole.james@savvy.ch>
2019-01-19-01-24-50  Notice   Billing process modified Nicole J. S. James: Sent bill 20190119M0000197 using template L1G by e-mail to stefan+nicole.james@savvy.ch
2019-01-19-01-24-50  Verbose  Sending message to "Nicholas N. Howard" <stefan+nicholas.howard@savvy.ch>
2019-01-19-01-24-50  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-50  Info     Message sent to "Nicholas N. Howard" <stefan+nicholas.howard@savvy.ch>
2019-01-19-01-24-50  Notice   Billing process modified Nicholas N. Howard: Sent bill 20190119M0000198 using template L1G by e-mail to stefan+nicholas.howard@savvy.ch
2019-01-19-01-24-50  Verbose  Sending message to "Scott Perry" <stefan+scott.perry@savvy.ch>
2019-01-19-01-24-50  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-51  Info     Message sent to "Scott Perry" <stefan+scott.perry@savvy.ch>
2019-01-19-01-24-51  Notice   Billing process modified Scott Perry: Sent bill 20190119M0000199 using template L1G by e-mail to stefan+scott.perry@savvy.ch
2019-01-19-01-24-51  Verbose  Sending message to "Timothy K. Carter" <stefan+timothy.carter@savvy.ch>
2019-01-19-01-24-51  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-51  Info     Message sent to "Timothy K. Carter" <stefan+timothy.carter@savvy.ch>
2019-01-19-01-24-51  Notice   Billing process modified Timothy K. Carter: Sent bill 20190119M0000200 using template L1G by e-mail to stefan+timothy.carter@savvy.ch
2019-01-19-01-24-51  Verbose  Sending message to "John Ross" <stefan+john.ross@savvy.ch>
2019-01-19-01-24-51  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-52  Info     Message sent to "John Ross" <stefan+john.ross@savvy.ch>
2019-01-19-01-24-52  Notice   Billing process modified John Ross: Sent bill 20190119M0000201 using template L1G by e-mail to stefan+john.ross@savvy.ch
2019-01-19-01-24-52  Verbose  Sending message to "Donna D. M. Allen" <stefan+donna.allen@savvy.ch>
2019-01-19-01-24-52  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-52  Info     Message sent to "Donna D. M. Allen" <stefan+donna.allen@savvy.ch>
2019-01-19-01-24-52  Notice   Billing process modified Donna D. M. Allen: Sent bill 20190119M0000202 using template L1G by e-mail to stefan+donna.allen@savvy.ch
2019-01-19-01-24-53  Verbose  Sending message to "Stephen Diaz" <stefan+stephen.diaz@savvy.ch>
2019-01-19-01-24-53  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-53  Info     Message sent to "Stephen Diaz" <stefan+stephen.diaz@savvy.ch>
2019-01-19-01-24-53  Notice   Billing process modified Stephen Diaz: Sent bill 20190119M0000203 using template L1G by e-mail to stefan+stephen.diaz@savvy.ch
2019-01-19-01-24-53  Verbose  Sending message to "Nancy Harris" <stefan+nancy.harris@savvy.ch>
2019-01-19-01-24-53  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-54  Info     Message sent to "Nancy Harris" <stefan+nancy.harris@savvy.ch>
2019-01-19-01-24-54  Notice   Billing process modified Nancy Harris: Sent bill 20190119M0000204 using template L1G by e-mail to stefan+nancy.harris@savvy.ch
2019-01-19-01-24-54  Verbose  Sending message to "Jeffrey T. Jones" <stefan+jeffrey.jones@savvy.ch>
2019-01-19-01-24-54  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-54  Info     Message sent to "Jeffrey T. Jones" <stefan+jeffrey.jones@savvy.ch>
2019-01-19-01-24-54  Notice   Billing process modified Jeffrey T. Jones: Sent bill 20190119M0000205 using template L1G by e-mail to stefan+jeffrey.jones@savvy.ch
2019-01-19-01-24-54  Verbose  Sending message to "Amanda Lopez" <stefan+amanda.lopez@savvy.ch>
2019-01-19-01-24-54  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-55  Info     Message sent to "Amanda Lopez" <stefan+amanda.lopez@savvy.ch>
2019-01-19-01-24-55  Notice   Billing process modified Amanda Lopez: Sent bill 20190119M0000206 using template L1G by e-mail to stefan+amanda.lopez@savvy.ch
2019-01-19-01-24-55  Verbose  Sending message to "Jason Baker" <stefan+jason.baker@savvy.ch>
2019-01-19-01-24-55  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-56  Info     Message sent to "Jason Baker" <stefan+jason.baker@savvy.ch>
2019-01-19-01-24-56  Notice   Billing process modified Jason Baker: Sent bill 20190119M0000207 using template L1G by e-mail to stefan+jason.baker@savvy.ch
2019-01-19-01-24-56  Verbose  Sending message to "Amy N. D. Lee" <stefan+amy.lee@savvy.ch>
2019-01-19-01-24-56  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-56  Info     Message sent to "Amy N. D. Lee" <stefan+amy.lee@savvy.ch>
2019-01-19-01-24-56  Notice   Billing process modified Amy N. D. Lee: Sent bill 20190119M0000208 using template L1G by e-mail to stefan+amy.lee@savvy.ch
2019-01-19-01-24-56  Verbose  Sending message to "Jonathan J. G. Phillips" <stefan+jonathan.phillips@savvy.ch>
2019-01-19-01-24-57  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-57  Info     Message sent to "Jonathan J. G. Phillips" <stefan+jonathan.phillips@savvy.ch>
2019-01-19-01-24-57  Notice   Billing process modified Jonathan J. G. Phillips: Sent bill 20190119M0000209 using template L1G by e-mail to stefan+jonathan.phillips@savvy.ch
2019-01-19-01-24-57  Verbose  Sending message to "Daniel R. Bryant" <stefan+daniel.bryant@savvy.ch>
2019-01-19-01-24-57  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-58  Info     Message sent to "Daniel R. Bryant" <stefan+daniel.bryant@savvy.ch>
2019-01-19-01-24-58  Notice   Billing process modified Daniel R. Bryant: Sent bill 20190119M0000210 using template L1G by e-mail to stefan+daniel.bryant@savvy.ch
2019-01-19-01-24-58  Verbose  Sending message to "Paul W. R. Jackson" <stefan+paul.jackson@savvy.ch>
2019-01-19-01-24-58  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-58  Info     Message sent to "Paul W. R. Jackson" <stefan+paul.jackson@savvy.ch>
2019-01-19-01-24-58  Notice   Billing process modified Paul W. R. Jackson: Sent bill 20190119M0000211 using template L1G by e-mail to stefan+paul.jackson@savvy.ch
2019-01-19-01-24-58  Verbose  Sending message to "Richard Powell" <stefan+richard.powell@savvy.ch>
2019-01-19-01-24-59  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-24-59  Info     Message sent to "Richard Powell" <stefan+richard.powell@savvy.ch>
2019-01-19-01-24-59  Notice   Billing process modified Richard Powell: Sent bill 20190119M0000212 using template L1G by e-mail to stefan+richard.powell@savvy.ch
2019-01-19-01-24-59  Verbose  Sending message to "Brandon Young" <stefan+brandon.young@savvy.ch>
2019-01-19-01-24-59  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-00  Info     Message sent to "Brandon Young" <stefan+brandon.young@savvy.ch>
2019-01-19-01-25-00  Notice   Billing process modified Brandon Young: Sent bill 20190119M0000213 using template L1G by e-mail to stefan+brandon.young@savvy.ch
2019-01-19-01-25-00  Verbose  Sending message to "Thomas Wright" <stefan+thomas.wright@savvy.ch>
2019-01-19-01-25-00  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-00  Info     Message sent to "Thomas Wright" <stefan+thomas.wright@savvy.ch>
2019-01-19-01-25-00  Notice   Billing process modified Thomas Wright: Sent bill 20190119M0000214 using template L1G by e-mail to stefan+thomas.wright@savvy.ch
2019-01-19-01-25-00  Verbose  Sending message to "Ryan M. K. Jenkins" <stefan+ryan.jenkins@savvy.ch>
2019-01-19-01-25-00  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-01  Info     Message sent to "Ryan M. K. Jenkins" <stefan+ryan.jenkins@savvy.ch>
2019-01-19-01-25-01  Notice   Billing process modified Ryan M. K. Jenkins: Sent bill 20190119M0000215 using template L1G by e-mail to stefan+ryan.jenkins@savvy.ch
2019-01-19-01-25-01  Verbose  Sending message to "Linda R. C. Harris" <stefan+linda.harris@savvy.ch>
2019-01-19-01-25-01  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-01  Info     Message sent to "Linda R. C. Harris" <stefan+linda.harris@savvy.ch>
2019-01-19-01-25-01  Notice   Billing process modified Linda R. C. Harris: Sent bill 20190119M0000216 using template L1G by e-mail to stefan+linda.harris@savvy.ch
2019-01-19-01-25-01  Verbose  Sending message to "Joshua G. Smith" <stefan+joshua.smith@savvy.ch>
2019-01-19-01-25-02  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-02  Info     Message sent to "Joshua G. Smith" <stefan+joshua.smith@savvy.ch>
2019-01-19-01-25-02  Notice   Billing process modified Joshua G. Smith: Sent bill 20190119M0000217 using template L1G by e-mail to stefan+joshua.smith@savvy.ch
2019-01-19-01-25-02  Verbose  Sending message to "Jason Coleman" <stefan+jason.coleman@savvy.ch>
2019-01-19-01-25-02  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-03  Info     Message sent to "Jason Coleman" <stefan+jason.coleman@savvy.ch>
2019-01-19-01-25-03  Notice   Billing process modified Jason Coleman: Sent bill 20190119M0000218 using template L1G by e-mail to stefan+jason.coleman@savvy.ch
2019-01-19-01-25-03  Verbose  Sending message to "Brenda Ramirez" <stefan+brenda.ramirez@savvy.ch>
2019-01-19-01-25-03  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-03  Info     Message sent to "Brenda Ramirez" <stefan+brenda.ramirez@savvy.ch>
2019-01-19-01-25-03  Notice   Billing process modified Brenda Ramirez: Sent bill 20190119M0000219 using template L1G by e-mail to stefan+brenda.ramirez@savvy.ch
2019-01-19-01-25-03  Verbose  Sending message to "Scott B. W. Howard" <stefan+scott.howard@savvy.ch>
2019-01-19-01-25-03  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-04  Info     Message sent to "Scott B. W. Howard" <stefan+scott.howard@savvy.ch>
2019-01-19-01-25-04  Notice   Billing process modified Scott B. W. Howard: Sent bill 20190119M0000220 using template L1G by e-mail to stefan+scott.howard@savvy.ch
2019-01-19-01-25-04  Verbose  Sending message to "Betty Wood" <stefan+betty.wood@savvy.ch>
2019-01-19-01-25-04  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-04  Info     Message sent to "Betty Wood" <stefan+betty.wood@savvy.ch>
2019-01-19-01-25-04  Notice   Billing process modified Betty Wood: Sent bill 20190119M0000221 using template L1G by e-mail to stefan+betty.wood@savvy.ch
2019-01-19-01-25-04  Verbose  Sending message to "Eric Johnson" <stefan+eric.johnson@savvy.ch>
2019-01-19-01-25-04  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-05  Info     Message sent to "Eric Johnson" <stefan+eric.johnson@savvy.ch>
2019-01-19-01-25-05  Notice   Billing process modified Eric Johnson: Sent bill 20190119M0000222 using template L1G by e-mail to stefan+eric.johnson@savvy.ch
2019-01-19-01-25-05  Verbose  Sending message to "Ashley L. Patterson" <stefan+ashley.patterson@savvy.ch>
2019-01-19-01-25-05  Verbose  Connected to mail server mail.savvy.ch:587
2019-01-19-01-25-06  Info     Message sent to "Ashley L. Patterson" <stefan+ashley.patterson@savvy.ch>
2019-01-19-01-25-06  Notice   Billing process modified Ashley L. Patterson: Sent bill 20190119M0000223 using template L1G by e-mail to stefan+ashley.patterson@savvy.ch
2019-01-19-01-25-06  Notice   No bill sending template for Mitglied in Piratenpartei Zentralschweiz in English at level 1
2019-01-19-01-25-06  Notice   Mailing task complete
2019-01-19-01-25-53  Notice   User admin id 2d14db38-9839-439e-94ca-6a332f8d56c6 logged in.
2019-01-19-01-26-11  Notice   admin modified Thomas Alexander: Deleted bill 20190118M0000062
